Avg Threads Running,1,1,2.3,3.3000000000000003,3.6999999999999997,4.2,5.4,5.888888888888889,6.5,7.2857142857142865,8.333333333333334,9.8,8.75,9.75,11.333333333333334,14,15,15,15,33.5,33.5,33.5,33.5,52,53,53,53,53,53,54,54,54,54,54,44,44,44,44,44,44,44,44,44,44,26,26,26,34,32.33333333333333,32.33333333333333,32.33333333333333,32.33333333333333,32.33333333333333,32.33333333333333,35.5,35.5,35.5,29
Peak Threads Connected,1,1,14,14,14,14,14,14,14,14,14,14,13,15,15,15,15,15,15,52,52,52,52,52,54,54,54,54,54,54,54,54,54,54,44,44,44,44,44,44,44,44,44,44,26,26,26,42,42,42,42,42,42,42,42,42,42,29
Peak Threads Running,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22,22,22,22,10,10,10,22,22,22,22,22,22,22,22,22,22,13
Table Locks Immediate,56.22222222222223,59.44444444444444,106,300.77777777777777,442.2222222222223,585.1111111111111,729,701.291925,704.9261142857142,705.7948333333333,711.7452000000001,676.1985999999999,487.6419333333333,1258.704812597028,1248.6904464953855,1233.3998290111144,1204.8674779129856,1204.8674779129856,1204.8674779129856,1204.8674779129856,1235.2589641434263,1235.2589641434263,1235.2589641434265,1235.2589641434265,1235.2589641434265,675.4226831716292,709.5795671867137,830.9685958731756,723.6,863.7436336185203,742.3546049320582,620.9655762455964,209.6,209.6,171.7762436548223
Table Locks Waited,0,0,1.2222222222222223,7.222222222222223,11.11111111111111,14.88888888888889,18.333333333333336,17.782874999999997,17.966142857142856,18.2105,18.5526,17.7947,12.073333333333334,24.173874473275667,22.948366176103765,21.801082929609574,22.170361726954493,22.170361726954493,22.170361726954493,22.170361726954493,23.107569721115535,23.107569721115535,23.107569721115542,23.107569721115542,23.107569721115542,13.594312479089993,13.385518369401108,15.67540261701057,13.65,16.293671363865123,14.00378711625566,11.7139028686462,3,3,2.458629441624365
bytes_received_rate,12377.222222222223,12979,17934.88888888889,42001.444444444445,59080.777777777774,76024,93627.77777777778,89603.05725,89697.22039999999,88971.75723333334,89122.41768,84927.4012,61096.861866666666,153960.30161898423,152947.24370167122,150169.8489598176,148415.5692615436,148415.5692615436,148415.5692615436,148415.5692615436,150273.70517928287,150273.70517928287,150273.70517928287,150273.70517928287,150273.70517928287,81737.05588825693,85835.15137141419,100519.12218168093,87531.15,104483.79430045294,89799.8234901862,75115.85267991948,25316.8,25316.8,20748.209949238575
bytes_sent_rate,153314.6666666667,173234.11111111112,175606.6666666667,202163,231625,260708.44444444444,292089.8888888889,264731.82795,263100.3336571428,241746.9259333333,221318.91276000004,204696.70945,160532.35226666665,392958.41650033265,385525.9416313295,377996.8652037618,396143.1905317553,396143.1905317553,396143.1905317553,396143.1905317553,434609.561752988,434609.561752988,434609.56175298814,434609.56175298814,434609.56175298814,212311.32161257943,230755.304667841,270231.021829391,235314.75,280889.46546300955,241413.74830145948,201938.0311399094,76364.6,76364.6,62584.08461928934
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,27,28.22222222222222,52.11111111111111,138.55555555555557,198.55555555555557,261.11111111111114,326,313.733025,315.1152571428571,315.09683333333334,317.64300000000003,298.58119999999997,214.54313333333334,558.2168995342647,554.8765278124221,546.3094898831575,543.5905984330722,543.5905984330722,543.5905984330722,543.5905984330722,546.613545816733,546.613545816733,546.6135458167331,546.6135458167331,546.6135458167331,304.9776681164268,316.1041645697031,370.18066180171115,322.35,384.7813160543532,330.7048188223452,276.6283215903372,88.8,88.8,72.77543147208121
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.6622,0.5622,0.4622,0.36219999999999997,0.998003992015968,0.9977550511349463,0.9974351667141637,1.0001666944490748,1.0001666944490748,1.0001666944490748,1.0001666944490748,0.9960159362549799,0.9960159362549799,0.9960159362549803,0.9960159362549803,0.9960159362549803,0.5366175978588156,0.5883744338198289,0.689028686462003,0.6,0.7162053346753899,0.6155510820332158,0.5148968293910418,0.2,0.2,0.16390862944162435
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_tablespace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com assign_to_keycache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com begin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com binlog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com call_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_repl_filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com checksum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com commit,0,0,1,6.555555555555555,11.444444444444445,16.666666666666668,20.555555555555557,19.938375,20.14385714285714,20.41783333333333,20.8014,20.3368,15.212399999999999,39.033045021068965,38.03941132451983,38.47249928754631,33.17219536589432,33.17219536589432,33.17219536589432,33.17219536589432,39.04382470119522,39.04382470119522,39.04382470119522,39.04382470119522,39.04382470119522,18.781615925058546,21.62276044287871,25.321804227478612,22.05,26.32054604932058,22.621502264720682,18.922458480120785,8.4,8.4,6.8841624365482215
com create_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_udf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com dealloc_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com delete,0,0,0.11111111111111112,2.2222222222222223,4.222222222222222,7.777777777777779,9.333333333333334,9.0531,9.146399999999998,9.2708,9.44496,9.59065,7.726933333333333,21.290751829673983,19.955101022698926,20.803647762895412,16.836139356559425,16.836139356559425,16.836139356559425,16.836139356559425,17.729083665338642,17.729083665338642,17.729083665338646,17.729083665338646,17.729083665338646,11.268969555035126,9.855271766482135,11.541230498238551,10.05,11.996439355812782,10.310480624056364,8.62452189229995,0.8,0.8,0.6556345177664974
com delete_multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com empty_query,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com execute_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com explain_other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com flush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com get_diagnostics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_read,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com insert,0,0,7.888888888888888,47.55555555555556,75.11111111111111,96.88888888888889,124.77777777777779,121.031325,122.27865714285713,123.94176666666665,126.27011999999999,121.5586,83.90966666666667,203.48192503881123,204.41506610127212,197.77714448560843,199.69994999166528,199.69994999166528,199.69994999166528,199.69994999166528,192.6294820717131,192.6294820717131,192.62948207171317,192.62948207171317,192.62948207171317,108.21788223486115,115.32138902868647,135.0496225465526,117.6,140.37624559637644,120.6480120785103,100.91977856064419,35.8,35.8,29.339644670050756
com insert_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com install_plugin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com load,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_binlog_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com optimize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com preload_keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com prepare_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge_before_date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com release_savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com repair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com replace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com replace_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com reset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com resignal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com revoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com revoke_all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rollback,0,0,0,0.6666666666666667,0.7777777777777779,1,1.3333333333333335,1.2933,1.3066285714285713,1.3244,1.34928,1.3866,0.7243999999999999,3.6593479707252157,3.866300823147917,3.9897406668566546,3.1671945324220703,3.1671945324220703,3.1671945324220703,3.1671945324220703,5.577689243027888,5.577689243027888,5.577689243027889,5.577689243027889,5.577689243027889,2.1464703914352623,2.64768495218923,3.1006290890790136,2.7,3.2229240060392548,2.7699798691494713,2.3170357322596877,1.2,1.2,0.9834517766497461
com rollback_to_savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
