Avg Threads Running,1,1,1.9,2.4,2.9,3.3,4.1,4.999999999999999,5.8,6.3,6.8999999999999995,7.1,7.3,7.444444444444445,7.625,8,7.833333333333333,7.4,7,7.333333333333333,7.5,12,18,18,18,19,19,19,28,41.5,58.2,76,108,128.14285714285714,143.25,171.87499999999997,180.44444444444443,187.29999999999998,207.6,224.29999999999998,236.70000000000002,245.1,249,249,249,249,249,249,249,243,242.33333333333334,241.5,240.42857142857144,239,237,234,229,219,189,105,105,105,105,105,105,105,105,105,105,26,25,25,25,25,25,25,25,25,25,24
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17896598181205797,0.2126473560121253,0.24632873021219265,0.16758840288252055,0.1438641922025608,0.12577034335303736,0.11171936096525528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,0.2311,0.24146666666666666,0.2622,0.32439999999999997,0,0,0,0,0,0,0,0,0
table_open_cache_hits,286.44444444444446,288.22222222222223,474.55555555555554,773.6666666666667,1007.2222222222223,1272.111111111111,1552.3333333333335,1765.7777777777778,2055.666666666667,2307,2551.3333333333335,2562.888888888889,2518.888888888889,2184.707025,1915.5174857142854,1631.4400666666666,1416.06936,1120.0261500000001,862.2774666666667,609.615,420.2602,1342.960727517683,1595.7057595149886,1848.4507915122936,2456.5108094519865,2307.4377787368726,2174.695006917369,2037.3142665623952,1433.2717358922944,1593.5855675269356,1448.6751280338456,735.7650057273769,753.8981713426854,746.4381121994656,626.7777777777778,517.3333333333334,445,370.77777777777777,288.22222222222223,289.22222222222223,288.33333333333337,289.6666666666667,290.6666666666667,286,288,804.8888888888889,749.1440249999999,725.9410571428571,702.5941999999999,684.3098400000001,669.0345,664.637,685.7841,802.2411999999999,493.1522044088177,419.4,419.4,419.4,419.4,419.4,419.4,419.4,346.4882765531062
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17896598181205797,0.2126473560121253,0.24632873021219265,0.16758840288252055,0.1438641922025608,0.12577034335303736,0.11171936096525528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,0.2311,0.24146666666666666,0.2622,0.32439999999999997,0,0,0,0,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1,1.1111111111111112,1,0.888888888888889,1,0.888888888888889,1,0.888888888888889,1,1,0.888888888888889,1.1111111111111112,1.1111111111111112,0.8622,0.8710857142857142,0.6622,0.67464,0.4622,0.36219999999999997,0.3933,0.16219999999999998,0.7158639272482319,0.8505894240485012,0.9853149208487706,1.173118820177644,1.0070493454179255,1.1319330901773363,1.1171936096525528,0.858026353480378,0.8769731896767727,0.8906702293475842,0.8380011454753722,0.8207289579158317,0.8904719501335707,1,0.888888888888889,1,0.888888888888889,1.1111111111111112,1.1111111111111112,0.888888888888889,1,1.1111111111111112,1,1,1,0.969975,0.7621999999999999,0.6622,0.67464,0.57775,0.36219999999999997,0.3933,0.32439999999999997,0.23517034068136272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.16523046092184368
Slow Queries,5.222222222222222,5.333333333333334,5.888888888888889,8.555555555555555,11.88888888888889,12.777777777777779,14.666666666666668,15.88888888888889,16.88888888888889,17.77777777777778,18.77777777777778,18.77777777777778,16.666666666666668,12.178574999999999,10.779685714285714,8.498233333333333,6.97128,5.4308499999999995,4.104933333333333,2.7531,1.7841999999999998,7.516571236106435,8.931188952509263,10.345806668912092,13.071895424836603,12.228456337217668,11.822412275185512,11.283655457490784,8.212537954740762,8.895013781007266,8.238699621465154,5.3871502209131075,5.51060871743487,5.78806767586821,6,5.222222222222222,5.333333333333334,5.111111111111112,5.222222222222222,5.666666666666667,5,5.555555555555555,5.444444444444445,4.777777777777778,5,10.777777777777779,9.807525,9.364171428571428,8.718966666666665,8.770320000000002,8.204049999999999,8.089133333333333,8.3904,9.732,2.58687374749499,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.8175350701402806
Aborted Connects (attempts),0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,59.333333333333336,61.11111111111111,160.55555555555557,318.22222222222223,445.88888888888886,584.5555555555555,731.4444444444445,846.4444444444446,998.8888888888889,1129.5555555555557,1257.5555555555557,1263.888888888889,1238.111111111111,1069.6668750000001,937.3971142857142,797.5095333333333,691.5060000000001,544.5871500000001,419.66906666666665,296.0238,203.56099999999998,663.6058605591109,788.4963960929607,913.3869316268103,1210.826210826211,1134.5130197093945,1069.2994591875236,1000.1117193609653,700.3946548266972,776.622400400902,697.0607882431531,335.799030436917,335.5608967935872,324.020480854853,259.77777777777777,195.55555555555557,153,108,60.55555555555556,61.777777777777786,60.22222222222223,61.55555555555556,62.55555555555556,58,60.22222222222223,307.11111111111114,290.884725,287.56717142857144,283.4216,283.46124,283.3286,289.03560000000004,307.69169999999997,371.2758,243.16613226452904,206.8,206.8,206.8,206.8,206.8,206.8,206.8,170.84829659318638
Table Locks Waited,0,0,0.888888888888889,4.111111111111112,6.222222222222223,8.444444444444445,12.333333333333334,14.11111111111111,17.11111111111111,21.22222222222222,23.88888888888889,25.11111111111111,25.555555555555557,22.740524999999998,20.797171428571424,17.2172,15.7416,13.057149999999998,9.175733333333334,6.8172,5.3526,11.45382283597171,13.60943078477602,15.76503873358033,22.121669180492713,20.14098690835851,18.362470129543453,16.64618478382304,10.664041821827556,11.400651465798045,10.13137385882877,2.753432335133366,2.696680861723447,2.5601068566340155,1.6666666666666667,1,0.6666666666666667,0.4444444444444445,0,0,0,0,0,0,0,14.333333333333334,13.902975000000001,14.04625714285714,14.2373,14.504760000000001,14.905949999999999,15.5746,16.9119,20.9238,2.58687374749499,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.8175350701402806
bytes_received_rate,12226.666666666668,12762.555555555557,24769.666666666668,43555.88888888889,59458.777777777774,76043.88888888889,93591.88888888889,107930.33333333334,126815.44444444445,143723.11111111112,158957,160703.8888888889,157453.77777777778,135847.262025,119497.93377142856,102192.35949999999,88580.90664,69817.27434999999,53249.798866666664,37865.613,25034.921199999997,81111.67814078815,96376.88528123949,111642.09242169079,145151.83509301158,133691.84290030212,124325.24210791096,115832.97955535694,77341.39232598108,85080.05512402907,77033.28879982188,34997.561552937324,35675.44634268537,34997.328584149596,29822.333333333336,24155.111111111113,20315.555555555555,16443.555555555555,12633.222222222223,12694,12352,12488.666666666668,12782.444444444445,11989,12451.666666666668,44391.444444444445,41708.601675,40630.92205714285,39710.037033333334,39303.73932000001,38869.748949999994,39069.91033333333,41111.649,48856.7486,30104.860821643284,25602.6,25602.6,25602.6,25602.6,25602.6,25602.6,25602.6,21151.646993987975
bytes_sent_rate,173883.22222222222,178874.44444444444,191573.44444444444,219111,254068.33333333334,262998.1111111111,295597.6666666667,328719.22222222225,363490.22222222225,381133.1111111111,404829.44444444444,419535.7777777778,418869.8888888889,347478.6708,318610.1619142857,272402.70236666664,236110.05744000003,185265.0126,147835.43126666668,108370.14420000001,70399.666,228340.54860222302,271314.20976759854,314287.87093297404,392943.01994301996,374017.40756725654,375508.7410388631,361119.092838789,285493.3149470066,320248.55925833125,302539.968826542,216201.42238586154,234192.66320140281,237921.86108637578,243013.6666666667,205413.55555555556,199329.33333333334,184768.11111111112,173764.55555555556,185542.11111111112,173666.8888888889,176549.8888888889,180572.55555555556,161362,175599.33333333334,250110.1111111111,216563.40832500003,204850.9408285714,178148.46536666664,175818.26772,155560.5741,141257.75853333334,136102.2516,139904.9612,76734.90631262524,65259,65259,65259,65259,65259,65259,65259,53913.87324649298
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,26.77777777777778,27.666666666666668,71.33333333333334,139.33333333333334,193,252,315.6666666666667,366.33333333333337,430.88888888888886,488,543.8888888888889,543.2222222222223,534,462.462525,406.5792571428571,345.5580333333333,298.64064,236.41529999999997,181.58293333333333,127.16699999999999,90.99419999999999,288.6721286628495,343.00018524755814,397.3282418322667,534.4394167923581,514.3144871241549,496.91862658785055,469.1095966931069,353.2617072472071,398.0205462290153,356.8247606323759,198.48655702830962,197.32669088176354,189.78183437221725,151,111,86.77777777777779,56.88888888888889,27.333333333333336,27.77777777777778,27.22222222222222,27.888888888888893,28.444444444444446,26.444444444444446,27.666666666666668,144.66666666666669,137.41312499999998,135.67159999999998,133.98513333333332,133.80360000000002,133.92245,136.67013333333335,145.52100000000002,175.6626,104.88597194388778,89.2,89.2,89.2,89.2,89.2,89.2,89.2,73.69278557114228
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.6622,0.5622,0.4622,0.36219999999999997,0.2622,0.16219999999999998,0.5368979454361739,0.637942068036376,0.7389861906365779,1.0055304172951234,1.0070493454179255,1.0061627468242988,1.0054742486872974,0.858026353480378,1.0022550739163116,1.0020040080160322,0.8380011454753722,0.9379759519038077,1.001780943900267,1,1,1,1,1,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.6622,0.5622,0.4622,0.36219999999999997,0.2622,0.16219999999999998,0.23517034068136272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.16523046092184368
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_tablespace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com assign_to_keycache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com begin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com binlog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com call_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_repl_filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com checksum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com commit,0,0,3.444444444444444,8.555555555555555,13.333333333333334,18.444444444444446,22.88888888888889,27.111111111111114,31.888888888888893,36.44444444444444,40.88888888888889,41.77777777777778,40.22222222222222,34.380225,29.7258,25.71543333333333,21.925800000000002,17.5636,13.4014,9.3081,5.1903999999999995,21.117985853822837,25.09238800943079,29.066790165038732,34.690799396681754,30.643072939145448,27.292164507609108,24.689978773321418,12.625244915496992,13.15459784515159,11.80138053885549,2.0351456390116183,1.9931988977955915,1.8922528940338377,1.2222222222222223,0.888888888888889,0.4444444444444445,0.4444444444444445,0.22222222222222224,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,5.333333333333334,5.1732,5.226514285714285,5.2976,5.28468,5.4308499999999995,5.6744666666666665,6.1617,7.623399999999999,8.70130260521042,7.4,7.4,7.4,7.4,7.4,7.4,7.4,6.113527054108216
com create_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_udf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
