,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
1,1694869335508,1.062,0.0,0,0,COMMIT,2087,1694869335506.938
2,1694869376479,1.045,0.0,0,0,COMMIT,2089,1694869376477.955
3,1694868513501,1.375,0.084,1,420,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 8\
              AND OL_O_ID < 23253\
              AND OL_O_ID >= 23233\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 12",2098,1694868513499.625
7,1694868604277,1.389,0.0,0,0,COMMIT,2100,1694868604275.611
8,1694868793309,1.274,0.0,0,0,COMMIT,2092,1694868793307.726
9,1694868820714,1.099,0.0,0,0,COMMIT,2108,1694868820712.901
10,1694869001190,1.157,0.0,0,0,COMMIT,2114,1694869001188.843
11,1694869162100,1.344,0.099,1,402,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 7\
              AND OL_O_ID < 23271\
              AND OL_O_ID >= 23251\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",2121,1694869162098.656
12,1694868463568,1.069,0.0,0,0,COMMIT,2122,1694868463566.931
13,1694868517631,1.062,0.0,0,0,COMMIT,2123,1694868517629.938
16,1694868597581,1.641,0.077,1,430,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 3\
              AND OL_O_ID < 23208\
              AND OL_O_ID >= 23188\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 10",2138,1694868597579.359
18,1694868947611,1.046,0.0,0,0,ROLLBACK,2148,1694868947609.954
19,1694868987019,1.004,0.0,0,0,COMMIT,2149,1694868987017.996
20,1694869264617,1.054,0.0,0,0,COMMIT,2160,1694869264615.946
21,1694869430980,1.009,0.0,0,0,COMMIT,2161,1694869430978.991
22,1694868462867,1.719,0.0,0,0,COMMIT,2167,1694868462865.281
25,1694868581050,1.236,0.0,0,0,COMMIT,2166,1694868581048.764
28,1694868647943,1.318,0.0,0,0,COMMIT,2178,1694868647941.682
29,1694868772512,1.341,0.0,0,0,COMMIT,2184,1694868772510.659
30,1694868827150,1.186,0.0,0,0,COMMIT,2186,1694868827148.814
31,1694868875772,1.104,0.0,0,0,COMMIT,2182,1694868875770.896
32,1694868883931,1.006,0.0,0,0,COMMIT,2179,1694868883929.994
33,1694869091944,1.1,0.0,0,0,COMMIT,2189,1694869091942.9
34,1694869295145,1.068,0.0,0,0,COMMIT,2194,1694869295143.932
35,1694869317760,1.504,0.0,0,0,COMMIT,2203,1694869317758.496
36,1694869403661,1.04,0.0,0,0,COMMIT,2201,1694869403659.96
40,1694868920476,1.054,0.0,0,0,COMMIT,2224,1694868920474.946
41,1694869037332,1.034,0.0,0,0,COMMIT,2226,1694869037330.966
42,1694869167736,1.425,0.064,1,444,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 9\
              AND OL_O_ID < 23213\
              AND OL_O_ID >= 23193\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 15",2242,1694869167734.575
43,1694869298200,1.24,0.0,0,0,COMMIT,2239,1694869298198.76
44,1694869304684,1.288,0.0,0,0,COMMIT,2243,1694869304682.712
45,1694869308198,1.628,0.0,0,0,COMMIT,2234,1694869308196.372
46,1694868516256,1.081,0.0,0,0,COMMIT,2255,1694868516254.919
50,1694868614094,1.115,0.0,0,0,COMMIT,2260,1694868614092.885
51,1694868758598,1.197,0.0,0,0,COMMIT,2259,1694868758596.803
52,1694869152298,1.346,0.103,1,410,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 7\
              AND OL_O_ID < 23490\
              AND OL_O_ID >= 23470\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 20",2284,1694869152296.654
53,1694869154228,1.003,0.0,0,0,COMMIT,2273,1694869154226.997
54,1694869267691,1.205,0.0,0,0,COMMIT,2286,1694869267689.795
55,1694869391619,1.289,0.0,0,0,COMMIT,2285,1694869391617.711
60,1694868654904,1.226,0.081,1,452,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 3\
              AND OL_O_ID < 23354\
              AND OL_O_ID >= 23334\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",2307,1694868654902.774
61,1694868826952,1.422,0.0,0,0,COMMIT,2311,1694868826950.578
62,1694869097232,1.661,0.094,1,414,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 9\
              AND OL_O_ID < 23501\
              AND OL_O_ID >= 23481\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",2325,1694869097230.339
63,1694869173079,1.104,0.0,0,0,COMMIT,2326,1694869173077.896
64,1694869217592,1.02,0.0,0,0,COMMIT,2328,1694869217590.98
65,1694869357663,1.501,0.077,1,424,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 4\
              AND OL_O_ID < 23186\
              AND OL_O_ID >= 23166\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 18",2335,1694869357661.499
66,1694869385273,1.023,0.0,0,0,COMMIT,2331,1694869385271.977
67,1694868500319,1.177,0.0,0,0,COMMIT,2338,1694868500317.823
68,1694868541974,1.094,0.0,0,0,COMMIT,2336,1694868541972.906
69,1694868571151,1.003,0.0,0,0,COMMIT,2334,1694868571149.997
71,1694868579257,1.097,0.0,0,0,COMMIT,2341,1694868579255.903
73,1694868603223,1.269,0.0,0,0,COMMIT,2337,1694868603221.731
75,1694868691007,1.035,0.0,0,0,COMMIT,2339,1694868691005.965
