Avg Threads Running,2,2,2.4,3.3000000000000003,4,4.7,5.1,5.6,7.9,8.555555555555555,9.375,10.428571428571429,11.42857142857143,11.5,12,12.75,15,19,13,13,13,17,21,21,21,21,21,21,21,21,21,16,16,16,14.5,14.5,14.5,14.5,14.5,19.666666666666668,19.666666666666668,21.5,21.5,21.5,30,30,30,30,30,19,19,19,19,19,19,19,19,19,19
Peak Threads Connected,2,2,6,11,11,11,11,11,25,25,25,25,25,25,25,25,25,25,13,13,13,21,21,21,21,21,21,21,21,21,21,16,16,16,16,16,16,16,16,30,30,30,30,30,30,30,30,30,30,19,19,19,19,19,19,19,19,19,19
Peak Threads Running,1,1,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,2,2,2,2,2,2,2,2,2,2
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11106175033318526,0,0,0,0,0,0,0,0,0,0
table_open_cache_hits,282.6666666666667,286.8888888888889,347.55555555555554,634.7777777777778,987.4444444444446,1272.5555555555557,1569.2222222222222,1776.4444444444446,2023.3333333333335,1933.1601749999998,1919.8729142857142,1851.7319333333332,2662.5290923196276,2296.432775769662,2023.9395753239355,1755.6955448558303,1608.7889458490943,1548.995600298285,2508.996001776988,1287.0396793587174,1527.7878423513696,1768.5360053440213,1839.797461589846,1599.049298597194,2487.528061860813,2487.528061860813,2535.230891719745,2535.230891719745,2535.230891719745
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11106175033318526,0,0,0,0,0,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1,1.1111111111111112,0.888888888888889,0.888888888888889,1.1111111111111112,0.888888888888889,1.1111111111111112,1.1111111111111112,1,0.969975,0.7621999999999999,0.7725666666666666,1.108278842956888,0.8921650255515393,0.9138971949309411,0.7121534119209696,0.6371441369699383,0.6121302510564256,0.8884940026654821,0.7142284569138276,0.8478289913159653,0.9814295257181028,1.0209752839011355,0.8873747494989978,1.1224744325268146,1.1224744325268146,0.9952229299363056,0.9952229299363056,0.9952229299363056
Slow Queries,2.666666666666667,3.1111111111111116,3.555555555555556,5,8.88888888888889,10.777777777777779,13.444444444444446,14.666666666666668,16.444444444444446,15.735149999999999,15.352885714285714,14.5684,21.611437437659315,17.731779882836843,15.650489463192367,13.293530355858099,12.360596257216804,12.089572458364405,21.212794313638383,11.249098196392785,13.353306613226454,15.457515030060119,16.080360721442883,13.976152304609215,18.45846844599651,18.45846844599651,16.918789808917197,16.918789808917197,16.918789808917197
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,55.66666666666667,59.777777777777786,90.33333333333334,240.44444444444443,426.7777777777778,575.1111111111111,731.1111111111111,839.7777777777777,971.4444444444446,937.2113999999999,938.4859714285712,911.9597666666666,1308.9881414163804,1126.6929066434002,992.2638793962693,860.8747827771319,790.1861586701175,759.347576435496,1243.1141714793425,634.9490981963928,753.7199732798931,872.4908483633933,907.6470273881093,788.876152304609,1223.9960089797955,1223.9960089797955,1245.6210191082803,1245.6210191082803,1245.6210191082803
Table Locks Waited,0,0,1.2222222222222223,3.7777777777777777,8.88888888888889,12.222222222222223,17.11111111111111,18.555555555555557,21.77777777777778,21.1239,21.341599999999996,20.41783333333333,31.475119139975618,26.5419095101583,23.76132706820447,19.4655265925065,19.241752936492137,18.66997265722098,24.655708573967125,13.748897795591182,16.320708082832333,18.89251837007348,19.653774215096856,17.081963927855707,26.81466699925168,26.81466699925168,27.468152866242036,27.468152866242036,27.468152866242036
bytes_received_rate,12210.555555555557,12962.333333333334,16269.555555555557,33594.444444444445,57558.333333333336,75081.77777777778,95021.44444444445,107763.8888888889,123961.66666666667,119023.153425,118483.33668571427,114863.66686666667,164347.99955668845,140634.6494727658,123993.00192225543,106733.04307377276,97992.64083714913,93603.5912751678,151586.9613505109,79038.48517034067,93823.08770875084,108607.690247161,112983.93259853039,98199.33006012022,150243.9511100025,150243.9511100025,151672.96974522292,151672.96974522292,151672.96974522292
bytes_sent_rate,153566.22222222222,172080.77777777778,170751.8888888889,189142.33333333334,242217.6666666667,256221.55555555556,306400.6666666667,306203.7777777778,347067,327306.316275,302364.9577714285,281584.98829999997,403210.46215227747,344091.9913847688,310248.1061779154,264784.4544717472,254182.53686044196,223831.0885036043,403415.1488227455,213175.76753507013,253051.51903807613,292927.27054108214,304730.49298597185,264854.7414829659,400028.0618608132,400028.0618608132,400785.23089171975,400785.23089171975,400785.23089171975
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,26.555555555555554,28.333333333333336,42.88888888888889,110.55555555555557,191.55555555555557,256,323.44444444444446,369,430.6666666666667,415.14930000000004,415.61677142857144,402.3968666666666,570.874432007093,491.6944497070921,432.844558949167,376.01700149427194,346.9886969938284,327.94878200348,543.5362061306087,278.0134268537074,330.01743486973953,382.02144288577153,397.414629258517,345.41062124248486,549.8877525567473,549.8877525567473,567.6751592356688,567.6751592356688,567.6751592356688
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.6622,0.9974509586611993,0.8921650255515393,0.7996600455645735,0.7121534119209696,0.6371441369699383,0.6121302510564256,0.9995557529986673,0.5356713426853708,0.635871743486974,0.736072144288577,0.7657314629258516,0.6655310621242483,0.9977550511349463,0.9977550511349463,0.9952229299363056,0.9952229299363056,0.9952229299363056
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_tablespace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com assign_to_keycache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com begin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com binlog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com call_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_repl_filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com checksum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com commit,0,0,1,5.111111111111112,10.777777777777779,15.777777777777777,20.444444444444446,24.444444444444446,27.888888888888893,27.051524999999998,27.33031428571428,26.708733333333335,40.78466142081348,35.35203913747974,31.072504627652002,27.299214123637164,24.721192514433607,24.944307730549344,40.20435362061306,20.712625250501,24.587040748162995,28.46145624582498,29.608283233132926,25.733867735470938,36.41805936642554,36.41805936642554,35.03184713375796,35.03184713375796,35.03184713375796
com create_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_udf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com dealloc_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com delete,0,0,0.33333333333333337,3.3333333333333335,4.444444444444445,5.555555555555555,6.888888888888888,8.555555555555555,8.88888888888889,8.622,8.710857142857142,8.498233333333333,14.407624958439545,13.38247538327309,12.566086430300441,11.631839061375837,10.576592673700976,12.242605021128512,18.880497556641494,5.356713426853707,6.35871743486974,7.3607214428857715,7.657314629258517,6.655310621242483,14.218009478672986,14.218009478672986,16.719745222929937,16.719745222929937,16.719745222929937
com delete_multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com empty_query,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com execute_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com explain_other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com flush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com get_diagnostics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_read,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com insert,0,0,5.777777777777778,32,70.66666666666667,101,133.11111111111111,153.33333333333334,177.55555555555557,172.22445,173.9993714285714,170.62686666666667,237.171672392774,199.84496572354482,173.52622988751244,145.99144944379879,133.54541110889906,127.01702709420832,197.91203909373615,111.0625250501002,131.8374081496326,152.612291249165,158.76165664662656,137.98677354709417,204.9139436268396,204.9139436268396,203.22452229299364,203.22452229299364,203.22452229299364
com insert_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com install_plugin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com load,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_binlog_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com optimize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com preload_keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com prepare_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge_before_date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com release_savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com repair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com replace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com replace_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com reset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com resignal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com revoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com revoke_all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rollback,0,0,0,0.33333333333333337,0.4444444444444445,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7777777777777779,0.754425,0.7621999999999999,0.7725666666666666,2.1057298016180868,2.0073713074909634,1.9420315392282501,2.0177680004427474,2.1662900656977904,2.295488441461596,4.22034651266104,2.142685370741483,2.543486973947896,2.944288577154308,3.0629258517034064,2.662124248496993,4.988775255674732,4.988775255674732,5.5732484076433115,5.5732484076433115,5.5732484076433115
com rollback_to_savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com select,26.555555555555554,28.333333333333336,42.88888888888889,110.55555555555557,191.55555555555557,256,323.44444444444446,369,430.6666666666667,415.14930000000004,415.61677142857144,402.3968666666666,570.874432007093,491.6944497070921,432.844558949167,376.01700149427194,346.9886969938284,327.94878200348,543.5362061306087,278.0134268537074,330.01743486973953,382.02144288577153,397.414629258517,345.41062124248486,549.8877525567473,549.8877525567473,567.6751592356688,567.6751592356688,567.6751592356688
com set_option,1,1,2.4444444444444446,7.444444444444445,12.666666666666668,17.88888888888889,22.444444444444446,26.555555555555554,32.22222222222222,31.146974999999998,31.35908571428571,30.240466666666663,43.99867006538845,38.9206992396859,34.385381959276664,30.741288947921856,28.16177085407127,25.862503107133982,46.42381163927144,22.855310621242484,27.13052772211089,31.40574482297929,32.671209084836335,28.395991983967928,43.77650286854577,43.77650286854577,44.38694267515923,44.38694267515923,44.38694267515923
com show_binlog_events,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_binlogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_charsets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_client_statistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_collations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_create_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_create_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_create_func,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_create_proc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_create_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_create_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_create_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_databases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_engine_logs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_engine_mutex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_engine_status,1,1.1111111111111112,1,1,1.1111111111111112,0.888888888888889,1.1111111111111112,0.888888888888889,1.1111111111111112,0.8622,0.7621999999999999,0.6622,0.9974509586611993,0.8921650255515393,0.9138971949309411,0.7121534119209696,0.7645729643639261,0.6121302510564256,0.9995557529986673,0.5356713426853708,0.635871743486974,0.736072144288577,0.7657314629258516,0.6655310621242483,1.1224744325268146,1.1224744325268146,1.1942675159235667,1.1942675159235667,1.1942675159235667
com show_errors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_events,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_function_code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_function_status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_grants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_index_statistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_master_status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_open_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_plugins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_privileges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com show_procedure_code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
