Avg Threads Running,2,2,3.1,3.6,3.9,4.199999999999999,4.9,5.6,6.1,6.8999999999999995,7.444444444444445,9,8.5,8.714285714285714,10.142857142857142,11,11.666666666666666,12.2,13.5,16.5,16.5,16.666666666666664,16.666666666666664,16.75,15.750000000000002,14.200000000000001,14,14,14,15.6,18,18.57142857142857,17.375,17.125,18,19.666666666666668,21.2,25.666666666666664,25.666666666666664,25.666666666666668,21.833333333333336,21,23.4,25.5,25.5,25.5,25.5,18,19.75,16.333333333333336,25,29,29,29,29,25.333333333333336,25.333333333333336,25.333333333333336,25.5,28.666666666666664,26.5,26.5,26,29.25,38.6,56.8,72,89.42857142857143,107,137.375,155.55555555555554,170.1,197.70000000000002,223.9,246.5,265.7,281,291.70000000000005,298.8,301.09999999999997,301.29999999999995,301.29999999999995,301.4,301.4,301.4,301.6,301.6,301.70000000000005,301.7,301.9,301.7,301.7,301.70000000000005,301.7,296.20000000000005,283.7,281.7777777777778,279.25,276.14285714285717,271.66666666666663,265.8,257,242,147.33333333333334,97.5,17,17,20,20,18,18,18,18,17.333333333333332,17.333333333333332,17.333333333333332,17.333333333333332,14.5,14.5,16.5,15
Peak Threads Connected,2,2,13,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,22,22,22,22,22,22,22,22,22,22,30,30,30,30,30,30,30,30,48,48,48,48,48,48,48,48,48,48,30,30,25,33,33,33,33,33,33,33,33,33,35,35,35,35,39,76,109,148,194,230,278,301,301,301,301,302,302,302,302,302,302,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,302,302,301,247,178,17,17,23,23,23,23,23,23,23,23,23,23,15,15,18,18
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,12,13,13,13,13,13,13,13,24,24,24,24,24,24,24,24,24,24,22,22,5,14,14,14,14,14,14,14,14,14,14,13,13,13,35,73,103,145,190,224,276,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,214,214,157,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,5
Questions,38,35.55555555555556,109.55555555555557,262.8888888888889,385.44444444444446,483.7777777777778,633.4444444444445,756.1111111111111,917.8888888888889,1066.2222222222222,1030.436775,1321.5751525235717,1141.8518527760448,1031.1588405797102,1283.8602329450914,1135.5184903306304,1240.1596629338062,1207.8812819553561,984.4175571069003,1097.2378452693415,1097.2378452693415,947.34725054989,834.4098380323936,1141.349038782087,1144.092219020173,1130.831755929184,976.8091351660939,1118.270332187858,894.0571305841925,879.919294700883,988.7560005725736,1161.1570247933885,1154.0173603383041,1171.6666666666667,1045.8513333333333,933.2763428571428,575.5,1176.5,1051.4380500000002,1166.6296871533173,1157.888888888889,1151.4444444444446,1149.25,584.8000000000001,584.8000000000001,636.841329987453,526.7785947302384,322.5,1156.2812395868045,1159.9101908444557,1177.6126026181496,573.0657235853781,471,471,471,1174.5963709101302,1174.5963709101302,1174.5963709101302,1172.7309076369452,1172.888888888889,1173.0865432716357,1173.0865432716357,1159.6686660954015,1116.2324649298598,1033.615316117542,643.9765118610089,673.0208502719726,757.3253193087904,713.3318495437347,416.6188157302451,444.9627991104987,425.74036962814523,342.22222222222223,304.6666666666667,257.33333333333337,214.44444444444443,156.77777777777777,121.22222222222221,70.88888888888889,40,40.55555555555556,41.44444444444444,42.55555555555556,43.22222222222222,43.44444444444444,44.66666666666667,42.88888888888889,44.111111111111114,42.55555555555556,44.44444444444444,41.66666666666667,41.333333333333336,41.55555555555556,80.55555555555556,287.22222222222223,409.44444444444446,390.899925,392.42411428571427,392.1327666666666,396.01368,401.99845,413.9946,397.88849999999996,1190.3812056737588,1198.404785643071,773.5420841683366,1129.2585170340683,1121.0148556167585,1121.0148556167585,1121.0148556167585,855.8668168920046,1154.1923653942324,1154.1923653942324,1154.1923653942324,881.4278546424405,841.4523000000002,723.5523000000001,1161.9776926918596,1143.9156454830436
Threads Created,0,0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.3333333333333335,1.3333333333333335,1.2933,0.776483638380477,0.7606550218340612,0.7705072463768117,0.8874098724348307,0.8921771678103557,0.8870162989244926,0.7482229704451926,0.7104288360165265,0.7499062617172854,0.7499062617172854,0.8386572685462907,0.7386772645470906,2.111345705078342,2.38065405337677,2.1155773299187173,1.7510022909507446,2.004581901489118,1.6026632302405495,2.6644996667222127,2.573927855711423,2.6296018031555226,2.336968617849989,2.4444444444444446,2.4168833333333333,2.458342857142857,0.125,3.875,3.4630875000000003,3.439094741513202,3.444444444444444,3.666666666666667,4,0.2666666666666667,0.2666666666666667,0.2903973232956922,0.24020911752404853,0.3,3.221148506053537,3.617313209429961,3.5500332815620146,1.2167000500751128,1,1,1,3.8576939562794683,3.8576939562794683,3.8576939562794683,4.398240703718512,5.222222222222222,6.25312656328164,6.25312656328164,3.9988574692944874,4.634268537074148,8.236865538735529,10.427739726027395,14.83072716862296,20.911595291760584,22.59069663921656,29.69007652330482,31.891931846654977,30.28278779781786,29.22222222222222,25.22222222222222,21.555555555555557,17.22222222222222,12.11111111111111,8.11111111111111,2.888888888888889,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773049645390071,1.9940179461615155,2.7454909819639277,4.008016032064129,2.670672675680187,2.670672675680187,2.670672675680187,2.0389918210649305,1.6669444907484583,1.6669444907484583,1.6669444907484583,1.2730038339723286,1.7842500000000001,1.5342500000000001,2.830031629765274,2.8498147620404675
Created Tmp Disk Tables,9,8.777777777777779,9,9,8.88888888888889,9.11111111111111,8.88888888888889,9.11111111111111,9,8.88888888888889,7.7598,8.985024958402661,8.041210230817217,7.154710144927536,8.985024958402661,8.141116656269496,8.870162989244927,8.85397181693478,7.459502778173528,8.998875140607424,8.998875140607424,7.547915416916615,6.648095380923816,9.001000111123458,9.272021049993736,9.241732546487029,7.87951030927835,9.02061855670103,7.211984536082474,6.851570571571405,7.721783567134269,9.015777610818933,8.902737591809482,8.88888888888889,7.799941666666666,6.928057142857144,4.375,8.75,7.819875000000001,8.875083203905037,8.88888888888889,9,9,4.933333333333334,4.933333333333334,5.372350480970306,4.443868674194897,2.7,8.885926913251138,8.856180616190596,9.096960284002662,4.866800200300451,4,4,4,9.144163451921703,9.144163451921703,9.144163451921703,8.796481407437025,8.88888888888889,9.004502251125562,9.004502251125562,8.997429305912597,8.892785571142285,9.127337488869099,6.994215669896424,7.599215574005153,8.890558477335336,9.0140218117071,7.542237181323403,8.559231708844901,9.01803607214429,9,8.777777777777779,8.88888888888889,9,9,8.88888888888889,9,9,9,9,9.11111111111111,9.11111111111111,9.11111111111111,9.222222222222223,9,9.11111111111111,8.777777777777779,9.11111111111111,9,9.11111111111111,9,8.88888888888889,8.777777777777779,9,7.54425,6.8598,5.739066666666666,5.059800000000001,3.9287,3.0183333333333335,2.3598,9.197695035460992,9.22233300099701,6.0057615230460915,8.76753507014028,9.013520280420632,9.013520280420632,9.013520280420632,6.881597396094141,7.501250208368061,7.501250208368061,7.501250208368061,5.728517252875479,4.63905,3.98905,8.823039786915267,9.119407238529496
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.536577777777778,3.731688888888889,5.707288888888889,7.024355555555556,8.231666666666667,8.341422222222223,10.64628888888889,14.268222222222224,13.8125,16.306156405990016,13.800455396132254,11.997898550724639,15.640599001663892,14.497878976918281,15.744539305909745,15.089163237311386,10.41962292824239,10.123734533183352,10.123734533183352,6.206063787242551,5.466211757648471,9.445493943771531,12.404460593910537,11.914040752700146,14.383233104238258,16.466208476517757,13.164733676975946,16.113878936843857,20.7139908388205,24.542950162784873,24.371244157578456,23.444444444444446,22.301241666666662,19.10802857142857,13.875,25,22.342500000000005,20.19081428888396,18.11111111111111,16.666666666666668,16.375,5.6000000000000005,5.6000000000000005,6.098343789209536,5.044391468005019,2.7,15.328223925358213,16.21554197330672,17.9720434879077,10.220280420630948,8.4,8.4,8.4,18.002571795970855,18.002571795970855,18.002571795970855,16.79328268692523,18.333333333333336,20.260130065032513,20.260130065032513,17.994858611825194,17.15931863727455,16.473731077471058,11.31791262946876,12.501935299169768,16.528925619834713,15.13465390607612,12.211241150714079,13.249221686294163,12.580716989534626,11.333333333333334,10.11111111111111,7.666666666666667,6.222222222222223,2.888888888888889,2.4444444444444446,1.2222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2222222222222223,1.185525,1.197742857142857,1.2140333333333333,1.2368400000000002,1.27105,1.3280666666666667,1.4421,18.06294326241135,18.9431704885344,10.63877755511022,15.531062124248498,14.688699716241029,14.688699716241029,14.688699716241029,11.214455015857117,16.669444907484582,16.669444907484582,16.669444907484582,12.730038339723286,13.20345,11.35345,13.317795904777762,13.964092333998291
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29,27.22222222222222,29.22222222222222,29.111111111111114,29.111111111111114,28.77777777777778,28.888888888888893,29.22222222222222,29.444444444444446,29,25.327125000000002,28.840820854131998,26.188265751715534,23.555507246376813,29.284525790349413,25.76161572052402,28.82802971504601,28.058361391694724,23.680961200550886,29.37132858392701,29.37132858392701,25.83064387122575,22.75125974805039,29.336592954772755,30.44731236687132,29.506736443603167,25.264461626575027,28.923253150057274,23.124140893470788,22.58480669888352,24.88130260521042,29.927372902579513,28.488760293790342,28.444444444444446,25.706849999999996,21.789857142857144,13.625,27.25,24.353325000000005,29.17683603283781,27.77777777777778,28.555555555555554,28.25,15.600000000000003,15.600000000000003,16.988243412797992,14.05223337515684,7.05,28.101743863156724,28.68903579892728,30.508098513423562,16.790460691036557,13.8,13.8,13.8,28.86126589512788,28.86126589512788,28.86126589512788,26.58936425429828,27.77777777777778,29.264632316158078,29.264632316158078,30.419880034275923,29.559118236472948,29.385574354407833,22.89016037420648,25.003870598339535,28.925619834710744,29.49031827286891,23.22530179645619,27.20194186920572,28.2787797817858,28.333333333333336,28.333333333333336,28.22222222222222,28.555555555555554,28.77777777777778,28.77777777777778,29.333333333333336,28.444444444444446,28.888888888888893,29.111111111111114,29.555555555555554,30.333333333333336,29.444444444444446,30.333333333333336,28.444444444444446,29.888888888888893,28.333333333333336,29.77777777777778,29.22222222222222,29.333333333333336,28.888888888888893,29.444444444444446,28.333333333333336,28.888888888888893,23.387175,21.886028571428568,17.879399999999997,15.854040000000001,12.4794,8.813533333333334,6.423900000000001,28.701241134751776,29.536390827517447,19.218436873747493,28.056112224448896,30.712735770322148,30.712735770322148,30.712735770322148,23.4484059422467,25.50425070845141,25.50425070845141,25.50425070845141,19.476958659776628,14.452425,12.427425000000001,28.30031629765274,29.49558278711884
Sort Rows,0,0,3.9512,3.9512,8.8902,18.987711111111114,24.03646666666667,24.03646666666667,29.08522222222222,34.13397777777778,33.04375,45.81253466444814,44.87864628820961,40.50666666666667,45.92346089850249,41.04014971927636,45.903093469342494,45.89100885397182,38.126347532886925,45.99425071866017,45.99425071866017,38.57823435312937,33.979154169166165,46.005111679075455,51.873198847262245,51.21924061908474,40.27305269186713,46.10538373424971,36.861254295532646,35.01913847692051,39.46689378757515,46.08064112196344,40.95259292232362,40.88888888888889,35.374383333333334,30.84102857142857,17.25,40.25,35.971425,45.92855558020857,40.88888888888889,51.111111111111114,51.75,30.666666666666668,30.666666666666668,33.3956921790046,27.62404851526558,13.8,40.87526380095524,45.90245727828365,45.92855558020857,33.580921382073115,27.6,27.6,27.6,46.00657236748107,46.00657236748107,46.00657236748107,36.78528588564574,46,57.52876438219109,57.52876438219109,45.986860896886604,46.09218436873748,51.4247551202137,35.47974858002004,34.196470083023186,40.82143751565239,41.50901402181171,44.894268936448825,49.47939426208971,46.98285459808507,47,41.77777777777778,41.77777777777778,47,47,47,47,47,47,47,47,52.22222222222223,47,52.22222222222223,47,47,41.77777777777778,52.22222222222223,47,52.22222222222223,47,47,41.77777777777778,47,35.457975,35.8234,25.93616666666666,26.423400000000004,16.29255,11.348933333333333,12.3234,52.083333333333336,52.71684945164507,24.194639278557112,35.32064128256513,47.0706059088633,47.0706059088633,47.0706059088633,35.9372308462694,47.00783463910652,47.00783463910652,47.00783463910652,35.89870811801967,25.157925,21.632925,39.12102547028467,46.87945283556569
