Avg Threads Running,2,2,2.4,3,3.1,3.4,3.6999999999999997,4.8,5.699999999999999,6.3,6.5,7.2,7.199999999999999,7.6,7.8,7.8,7.8999999999999995,7.199999999999999,7.1,6.8,7.1,6.800000000000001,6.7,6.699999999999999,6.9,7,7,7.5,7.6000000000000005,7.7,7.777777777777778,8,8.5,8.125,7.749999999999999,7.875,7.875,7.374999999999999,7.375,7.5,7.5,7.5,7.125,6.857142857142857,8.571428571428571,8.428571428571429,8.714285714285715,8.571428571428571,8,7.714285714285715,7.750000000000001,7.555555555555556,8.11111111111111,8.1,7.222222222222222,9.333333333333332,9.5,10,11.285714285714285,11.285714285714285,11.142857142857142,11.428571428571429,11,13.285714285714285,14.625,14.25,15.333333333333334,16.1,17.1,18.9,22.7,26.099999999999998,28.699999999999996,28.7,28.200000000000003,27.9,27.3,27.200000000000003,26.799999999999997,26.899999999999995,24,21.4,19.599999999999998,19.3,18.9,18.699999999999996,18.5,18.2,17.900000000000002,17.3,17.299999999999997,17.299999999999997,18.1,18.3,18.200000000000003,18.000000000000004,18,18.3,18.5,18.400000000000002,18.400000000000002,18.400000000000002,17.8,17.5,17.5,17.7,18.3,18.2,17.999999999999996,18.1,18.4,18.499999999999996,18.400000000000002,18.7,19,19.099999999999998,18.6,18.5,18.5,18.400000000000002,18.599999999999998
Peak Threads Connected,2,2,6,8,8,8,8,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,11,25,25,25,25,25,25,25,25,25,25,24,24,24,26,26,45,45,45,45,45,45,45,45,45,45,42,34,24,24,24,24,24,24,24,21,21,21,24,24,24,24,24,24,24,24,24,24,23,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23
Peak Threads Running,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,15,18,19,19,19,19,19,20,23,23,23,23,23,23,23,23,23,23,21,19,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3
Questions,37,38.44444444444444,116.33333333333334,231.22222222222223,356.77777777777777,470.33333333333337,607.6666666666667,723.6666666666667,841.4444444444446,987.1111111111111,1134.6666666666667,1160.4444444444446,1171.4444444444446,1152.5555555555557,1152.6666666666667,1173.111111111111,1176.888888888889,1171.3333333333335,1131.111111111111,1118.111111111111,1110.2222222222222,1108.2222222222222,1132.4444444444446,1139.5555555555557,1121.6666666666667,1143.3333333333335,1148.5555555555557,1178,1173.2222222222222,1203,1042.076475,920.0842857142856,1164.1162120204035,1143.7777777777778,1108.2222222222222,1110.3333333333335,1109.5555555555557,1091.4444444444446,1096.5555555555557,944.8148545238777,901.9428571428571,861.3961206367394,1114.5740905057676,994.7396457085828,1141.9855795895728,1121.5555555555557,1141,1088.3333333333335,1062.6666666666667,886.595819014891,1047.2194388777557,1058.1032947462154,991.0771986537259,1053.8675570395103,907.573275,1087.6414466385622,984.8326446575635,892.2494011976048,1150.9538598047916,1162.6666666666667,1147,1094,1094.7777777777778,1057.3503631354872,1058.2016470064546,887.0840697103583,1015.7107089178356,1069.0115761353516,1064.4444444444446,1089.6666666666667,1124.2222222222222,1109.7777777777778,1112.2222222222222,1103.888888888889,1086.5555555555557,1066.6666666666667,1090.2222222222222,1090.888888888889,1050.4444444444446,1086.2222222222222,1097.4444444444446,1069,1080.5555555555557,1064.4444444444446,1080.5555555555557,1079.6666666666667,1062.3333333333335,1075.7777777777778,1008,1060.3333333333335,1102.5555555555557,1072.111111111111,1099.3333333333335,1115.4444444444446,1118.3333333333335,1114.4444444444446,1132.2222222222222,1190.2222222222222,1153.5555555555557,1115.6666666666667,1147.3333333333335,1114.111111111111,1074.3333333333335,1051.2222222222222,1072.7777777777778,1087.3333333333335,1021.5555555555557,1014.6666666666667,1016.6666666666667,1017.6666666666667,1046.2222222222222,1031.7777777777778,1064.2222222222222,1062.5555555555557,1028.888888888889,1085.5555555555557,1116,1153.111111111111,1148.2222222222222,1170.888888888889,1218.5555555555557
Threads Created,0,0,0,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6666666666666667,0.6666666666666667,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.22222222222222224,0.22222222222222224,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,3.104901308494122,3.1111111111111116,3.1111111111111116,3.1111111111111116,3.1111111111111116,2.888888888888889,3.1111111111111116,0.23943610099439372,0.22857142857142856,0.2182960265171666,0.554569653948536,0.5492764471057884,0.8874098724348307,0.888888888888889,0.888888888888889,0.6666666666666667,0.6666666666666667,0.36271477663230234,0.375751503006012,0.333926981300089,0,0.5564830272676684,0.538875,1.4422010206345686,1.4126475097151412,1.430945252352438,1.9964507542147296,2,2,2,1.4444444444444444,2.128725269221137,2.336968617849989,1.9154311896579936,1.8759519038076153,1.7809439002671414,1.777777777777778,1.777777777777778,3.555555555555556,3.666666666666667,2.3333333333333335,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,0.11111111111111112,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.4444444444444445,0.4444444444444445,0.4444444444444445
Created Tmp Disk Tables,9,9.11111111111111,9.11111111111111,9,9,9.11111111111111,9,9,9.222222222222223,8.88888888888889,9.11111111111111,9,8.88888888888889,8.88888888888889,8.88888888888889,9,9,9,9.11111111111111,8.88888888888889,9,9,9,9,8.777777777777779,8.88888888888889,9,9.11111111111111,9,8.88888888888889,7.7598,6.8598,9.09292526058993,9,9,8.88888888888889,8.88888888888889,9.11111111111111,9.222222222222223,7.661955231820599,7.314285714285714,6.985472848549331,9.205856255545697,8.019436127744509,9.095951192457015,9.11111111111111,9,8.88888888888889,8.88888888888889,7.617010309278351,9.01803607214429,8.904719501335707,8.441684408265498,8.79243183082916,7.54425,8.875083203905037,7.823893899960781,6.934580838323353,8.873114463176575,9,9,9,9.222222222222223,9.14099674430253,9.125306031604719,7.542010309278351,8.324536573146293,8.904719501335707,8.777777777777779,9.11111111111111,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,9.11111111111111,9.11111111111111,9.222222222222223,9,9.11111111111111,8.88888888888889,9,9.11111111111111,9,9,8.88888888888889,8.777777777777779,8.88888888888889,8.88888888888889,9.222222222222223,9.11111111111111,8.777777777777779,9.11111111111111,8.88888888888889,9,9.11111111111111,8.88888888888889,9.11111111111111,8.777777777777779,8.777777777777779,9.222222222222223,9.11111111111111,9,9,9,9,9,9,9.222222222222223,9,8.88888888888889,9.222222222222223,9,9,9.11111111111111,8.777777777777779,9.222222222222223,8.777777777777779,8.777777777777779,9,8.777777777777779
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,2.3333333333333335,3.666666666666667,3.7777777777777777,4,7.444444444444445,8.666666666666668,10,11.333333333333334,11.777777777777779,11.555555555555555,11.88888888888889,12.555555555555555,14.333333333333334,15.444444444444446,15.333333333333334,16.333333333333336,16.11111111111111,16.88888888888889,16.88888888888889,17.666666666666668,20.666666666666668,21.333333333333336,22.333333333333336,23.444444444444446,23.333333333333336,22.444444444444446,23.444444444444446,21.555555555555557,18.5373,15.02622857142857,19.18385451319583,16.11111111111111,14.11111111111111,15.11111111111111,15.333333333333334,14.333333333333334,17,14.605602160658018,13.942857142857141,13.316057617547163,15.971606033717837,15.59945109780439,17.082640044370493,18.11111111111111,18.11111111111111,16.22222222222222,13.666666666666668,10.035108820160366,11.89879759519038,13.023152270703472,9.262403725735755,10.684474123539234,8.945325,14.089194586199246,12.822492780491283,12.438216424294268,14.862466725820763,16,13.666666666666668,13.666666666666668,12.777777777777779,9.51665414475332,9.570442911195192,11.013729340533464,11.959193386773547,12.243989314336599,11.11111111111111,12.222222222222223,13.666666666666668,15.555555555555557,16.22222222222222,15.11111111111111,11.777777777777779,11.777777777777779,12.11111111111111,10.777777777777779,11.222222222222223,11.222222222222223,8.555555555555555,7.444444444444445,9.88888888888889,10.88888888888889,12.222222222222223,15.222222222222223,18,18.22222222222222,17.333333333333336,21.444444444444446,22.444444444444446,20,23,23.555555555555557,20.666666666666668,19.22222222222222,17.666666666666668,18.77777777777778,15.444444444444446,13.555555555555557,15.777777777777777,12,11.555555555555555,11.333333333333334,11.11111111111111,12.555555555555555,11,13.333333333333334,13.88888888888889,12.333333333333334,12.777777777777779,11,16,16.22222222222222,16.444444444444446,17.88888888888889,16.333333333333336,17.444444444444446,18.77777777777778,21.11111111111111,22.22222222222222
