Avg Threads Running,1,1,1.5,2.5,3.1,3.4000000000000004,4.1000000000000005,4.7,5.199999999999999,5.800000000000001,6.699999999999999,7.333333333333333,7.5,7,7,7.6,7.5,7.666666666666667,8.5,10,22,22,22,22,25.5,25.5,25.5,25.5,25.5,25.5,29,29,29,29,100,104,95.33333333333334,91.25,87.2,87.2,87.2,75.16666666666667,75.16666666666667,75.16666666666667,70.2,60.75,55,43,15,15,15,7,7,7,7,7,7,7,7,7,7
Peak Threads Connected,1,1,6,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,22,22,22,22,29,29,29,29,29,29,29,29,29,29,100,108,108,108,108,108,108,108,108,108,108,79,79,71,15,15,15,7,7,7,7,7,7,7,7,7,7
Peak Threads Running,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,6,6,6,6,86,96,96,96,96,96,96,96,96,96,96,66,62,60,6,6,6,1,1,1,1,1,1,1,1,1,1
opened_tables,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,0.11244000000000001,0.11555,0.12073333333333333,0.1311,0,0.17145545796737766,0.25094102885821834,0.25094102885821834,0.25094102885821834,0.1791091593475533,0.15401505646173147,0,1.702344152498712,1.7561290322580647,1.6173433138797262,1.5000000000000004,1.5000000000000004,1.5891874820556993,1.6503990812517944,1.4637783519954064,1.4970190380761523,0.35728358208955224,0.1281335488684407,0.15403305785123966
table_open_cache_hits,279.11111111111114,275.8888888888889,313.11111111111114,598.1111111111111,957.8888888888889,1213.888888888889,1430.888888888889,1623.3333333333335,1873.1111111111113,2112.777777777778,2373.5555555555557,2236.870125,1952.2119714285714,1589.9422,1330.27764,1107.31565,916.0038000000001,661.3995,422.04439999999994,1680.606398996236,2459.723964868256,2459.723964868256,2459.723964868256,1755.6279799247175,1509.655583437892,458.7680981595092,752.6063498196806,969.6759139784947,1199.5296244607969,1112.5000000000002,1112.5000000000002,2016.1899339649729,2093.8486190066037,1857.084335343095,1675.3946142284572,1437.7091343283582,1264.2937266849044,1169.5730082644627
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,0.11244000000000001,0.11555,0.12073333333333333,0.1311,0,0.17145545796737766,0.25094102885821834,0.25094102885821834,0.25094102885821834,0.1791091593475533,0.15401505646173147,0,1.702344152498712,1.7561290322580647,1.6173433138797262,1.5000000000000004,1.5000000000000004,1.5891874820556993,1.6503990812517944,1.4637783519954064,1.4970190380761523,0.35728358208955224,0.1281335488684407,0.15403305785123966
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1.1111111111111112,0.888888888888889,1,1,1.1111111111111112,1.1111111111111112,0.888888888888889,0.888888888888889,1,1,1,0.8622,0.7621999999999999,0.5518333333333333,0.44976000000000005,0.4622,0.36219999999999997,0.1311,0,0.8572772898368883,1.2547051442910917,1.2547051442910917,1.2547051442910917,0.8955457967377665,0.7700752823086574,0.23599182004089977,0.3404688304997424,0.4390322580645162,0.5391144379599087,0.5000000000000001,0.5000000000000001,0.8557163364915304,0.888676428366351,0.7881883433821419,0.690931863727455,0.5954726368159204,0.5125341954737628,0.46209917355371904
Slow Queries,3.7777777777777777,3.3333333333333335,3.7777777777777777,4.888888888888889,7.333333333333334,9.333333333333334,9.444444444444445,10.333333333333334,11,12.88888888888889,14.777777777777777,13.687425,12.521857142857142,9.822633333333332,7.645920000000001,6.933,6.036666666666667,4.9818,2.9196,11.830426599749059,17.314930991217064,17.314930991217064,17.314930991217064,12.35853199498118,10.627038895859473,8.731697341513293,21.790005151983515,20.634516129032257,21.834134737376303,20.250000000000004,20.250000000000004,26.771696813092166,27.802876830318695,24.659035314384155,20.958266533066134,10.837601990049752,9.994416811738375,8.779884297520661
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,58.11111111111111,55,76.22222222222223,226.66666666666669,413,548.8888888888889,665.2222222222223,768.4444444444445,899.3333333333334,1029,1166.6666666666667,1105.448175,965.0540857142856,786.0314,657.66156,546.3204,453.47439999999995,328.40549999999996,206.6428,834.3022584692596,1221.0790464240904,1221.0790464240904,1221.0790464240904,871.5451693851944,749.4372647427854,197.99713701431492,340.80929933024214,451.91053763440857,568.9005106571936,527.6250000000001,527.6250000000001,981.6288831467127,1019.4388171116855,904.1646281940857,828.0818386773548,717.9018109452737,633.235998507834,586.7119173553718
Table Locks Waited,0,0,0.4444444444444445,3.7777777777777777,10,13,14.11111111111111,15.777777777777777,18.77777777777778,21.555555555555557,24.22222222222222,23.06385,20.034971428571428,14.126933333333332,11.356440000000001,10.515049999999999,9.175733333333334,6.423900000000001,3.8928,12.173337515683816,17.816813048933504,17.816813048933504,17.816813048933504,12.716750313676286,10.935069008782936,27.611042944785275,49.36798042246265,45.07397849462366,44.74649835067242,41.50000000000001,41.50000000000001,50.48726385300029,52.4319092736147,46.50311225954637,34.08597194388778,14.648626865671641,13.454022631186273,12.476677685950413
bytes_received_rate,12572.777777777777,11906.444444444445,14214.222222222223,32165.222222222226,55178.333333333336,71864.33333333334,85838.88888888889,97976.88888888889,114085.77777777778,128834.55555555555,145509.77777777778,137600.43795,120526.14157142855,97656.39986666666,81498.64836,67342.65555,56066.26606666667,39950.758499999996,25559.638199999998,102191.91079046423,149567.37766624845,149567.37766624845,149567.37766624845,106753.7158092848,91796.97804265996,27302.83762781186,45312.48594796496,57615.666666666664,73180.60681616342,67871.12500000001,67871.12500000001,124275.07232271033,129061.84292276774,114468.03011771463,103744.6860470942,89371.8679800995,79815.02825789605,72955.60138842974
bytes_sent_rate,170669.55555555556,156172,169471.55555555556,205161.11111111112,251367,281772.3333333334,300211.3333333334,317435.22222222225,338273.44444444444,365144.1111111111,396951,361210.9302,315937.77982857137,255659.52719999998,211319.1738,171689.38975,145804.21366666668,104901.63149999999,56242.363399999995,298474.6334378921,436845.4203262234,436845.4203262234,436845.4203262234,311798.41875784186,268113.87672521954,25503814.87361963,27063237.469088096,23316859.076881718,21546535.64939419,19983267.125000004,19983267.125000004,19698662.557433248,20457406.66458226,18144162.435469426,6111273.3340430865,257755.4519104478,232123.91819199207,196308.3547768595
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,27.333333333333336,26,34.66666666666667,103.88888888888889,185.11111111111111,242.66666666666669,292.11111111111114,337.11111111111114,392.22222222222223,443.7777777777778,503.11111111111114,476.58104999999995,411.80577142857135,333.3073333333333,278.8512,231.1,190.27573333333333,137.13060000000002,89.37219999999999,374.4587202007528,548.0552070263489,548.0552070263489,548.0552070263489,391.17440401505644,336.3688833124216,98.40858895705522,150.657457496136,203.71096774193546,250.8229922608475,232.62500000000006,232.62500000000006,418.20079816250365,434.3088659201838,385.19890324432964,345.92655310621245,302.02372139303486,259.9829706540662,240.2915702479339
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.6622,0.5622,0.4622,0.36219999999999997,0.2622,0.16219999999999998,0.6858218318695106,1.0037641154328734,1.0037641154328734,1.0037641154328734,0.7164366373902132,0.6160602258469259,0.23599182004089977,0.3404688304997424,0.4390322580645162,0.5391144379599087,0.5000000000000001,0.5000000000000001,0.8557163364915304,0.888676428366351,0.7881883433821419,0.690931863727455,0.5954726368159204,0.5125341954737628,0.46209917355371904
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_tablespace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com assign_to_keycache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com begin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com binlog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com call_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1916409067490983,1.0244086021505376,0.9434502664298403,0.8750000000000002,0.8750000000000002,0.8557163364915304,0.888676428366351,0.7881883433821419,0.8060871743486974,0,0,0
com change_master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_repl_filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com checksum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com commit,0,0,1,5.111111111111112,10.666666666666668,15.555555555555557,20.22222222222222,24.22222222222222,28.77777777777778,34.44444444444444,38.77777777777778,36.6435,32.992371428571424,27.922766666666668,23.49996,19.29685,15.816066666666668,11.799,6.325799999999999,23.31794228356336,34.12797992471769,34.12797992471769,34.12797992471769,24.35884567126725,20.94604767879548,5.191820040899795,12.427112313240597,15.51247311827957,19.812455595026645,18.375000000000004,18.375000000000004,37.407028423772616,38.84785529715763,34.45509043927649,32.704108216432864,27.749024875621892,25.62670977368814,24.491256198347106
com create_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_udf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com dealloc_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com delete,0,0,0.33333333333333337,3.2222222222222223,6.666666666666667,7.777777777777779,8.333333333333334,9.555555555555555,12.333333333333334,16.666666666666668,18.88888888888889,17.998425,15.352885714285714,12.140333333333333,11.244000000000002,10.97725,10.1416,7.734899999999999,3.2439999999999998,10.115872020075283,14.805520702634883,14.805520702634883,14.805520702634883,10.567440401505646,9.086888331242157,2.831901840490797,4.596329211746522,4.975698924731183,4.9868085511291556,4.625000000000001,4.625000000000001,6.967975882859605,7.236365202411714,6.418105081826013,5.181988977955912,3.5728358208955227,2.9470716239741366,3.0806611570247933
com delete_multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com empty_query,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com execute_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com explain_other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com flush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com get_diagnostics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_read,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com insert,0,0,2.111111111111111,27.444444444444446,62.333333333333336,88.44444444444444,110.44444444444446,128.11111111111111,151.22222222222223,167.66666666666669,192.44444444444446,184.618575,161.69528571428572,129.23936666666665,105.24384,85.27590000000001,69.9046,48.638099999999994,36.17059999999999,138.36455457967378,202.5094102885822,202.5094102885822,202.5094102885822,144.54109159347553,124.2901505646173,36.10674846625766,59.41181092220505,76.83064516129032,98.92749936564324,91.75000000000001,91.75000000000001,173.46592592592594,180.14740740740743,159.77703703703705,145.78662324649298,127.43114427860698,114.551392688386,105.51264462809918
com insert_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com install_plugin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com load,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_binlog_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com optimize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com preload_keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com prepare_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge_before_date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com release_savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com repair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com replace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com replace_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
