Avg Threads Running,2,2,2.1,2.5,3.8,4.4,4.800000000000001,5.3999999999999995,5.9,6.199999999999999,7.2,7.777777777777778,8.374999999999998,8.714285714285715,7.666666666666666,7.6,8,8,8.5,12,39,39,39,39,39,27.5,25.333333333333336,25.333333333333336,27.5,27.5,23.666666666666668,23.666666666666668,23.666666666666668,23.666666666666668,23.666666666666668,27.5,34,35,36,26,22.333333333333336,20.75,20.75,20.75,20.75,21.2,21.2,17.5,17.5,18,19.5,23,23,23,23
Peak Threads Connected,2,2,3,6,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,39,39,39,39,39,39,39,39,39,39,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,23,23,23,23,23,23,23,23
Peak Threads Running,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,19,19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,6,6,6,6,6,6,6,6
Questions,39.111111111111114,37.77777777777778,39.88888888888889,159.33333333333334,302.77777777777777,423.6666666666667,576.4444444444445,718,828.8888888888889,960.1111111111111,1079.888888888889,1041.32205,931.1906285714285,796.1851333333333,686.10888,541.2362,407.1128,306.774,180.2042,1127.8483565234928,1086.1952861952861,1086.1952861952861,1102.197112366604,1102.197112366604,477.9,477.9,477.9,519.1823353293414,413.1943113772455,363.0694567901234,1141.4926699244782,406.4627071823205,480.34867048131935,598.5450558213715,575.0666666666666,575.0666666666666,575.0666666666666,1131.5921019745062,1131.5921019745062,942.872927410858,827.2515665723952,757.7962681375473,725.6518729843713
Threads Created,0,0,0,0,0.4444444444444445,0.6666666666666667,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.754425,0.7621999999999999,0.3311,0.11244000000000001,0,0,0,0,1.4115749142972374,1.1784511784511784,1.1784511784511784,2.7620841180163214,2.7620841180163214,2.25,2.25,2.25,2.4443612774451102,1.9453592814371259,2.34037037037037,3.2207907596623726,2.8964088397790055,2.318285089195557,2.0816544950893983,2,2,2,3.9990002499375152,3.9990002499375152,2.3063078799977825,2.0234930405367937,2.1662244086662694,2.601451252790871
Created Tmp Disk Tables,9.222222222222223,9.11111111111111,9.11111111111111,9,9,9,9.222222222222223,9.11111111111111,9.222222222222223,9,8.88888888888889,7.652025,6.8598,5.849433333333333,5.17224,4.04425,3.2598,2.2287,1.2975999999999999,8.872756604154064,8.922558922558922,8.922558922558922,9.03954802259887,9.03954802259887,4.2,4.2,4.2,4.562807717897539,3.631337325349301,2.964469135802469,8.996001776988006,3.2825966850828734,4.0183608212722985,4.995970788214555,4.8,4.8,4.8,8.997750562359409,8.997750562359409,7.461584317639884,6.54659513114845,5.861548399920492,5.508955594145374
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2.3333333333333335,4.666666666666667,5.111111111111112,7.444444444444445,10,11.222222222222223,12.444444444444446,13.666666666666668,13.256325,11.106342857142856,8.939699999999998,8.65788,6.4708,3.9842,2.8842,1.7841999999999998,12.502520669489817,12.121212121212121,12.121212121212121,12.303829252981796,12.303829252981796,5.4,5.4,5.4,5.866467065868264,4.6688622754491025,4.056641975308642,20.435362061306087,4.2480662983425415,6.954855267586671,10.408272475446989,10,10,10,14.746313421644587,14.746313421644587,13.023856263516887,11.426784228913657,9.302022460743391,6.580141404118086
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.888888888888893,29,30,29.333333333333336,29.22222222222222,29.111111111111114,29.77777777777778,28.77777777777778,30.22222222222222,29.22222222222222,28.888888888888893,23.818275,21.994914285714284,18.2105,16.64112,12.82605,10.866,6.555,3.7306,27.424884049203474,26.936026936026934,26.936026936026934,28.374136848713118,28.374136848713118,13.5,13.5,13.5,14.666167664670661,11.672155688622755,10.297629629629629,29.209240337627723,9.075414364640885,11.74597778525749,15.820574162679424,15.2,15.2,15.2,28.867783054236433,28.867783054236433,24.9623911717407,21.90133643875118,19.75086960842775,17.904105680972467
Sort Rows,97.77777777777779,88,97.77777777777779,97.77777777777779,88,88,97.77777777777779,97.77777777777779,97.77777777777779,88,78.22222222222223,66.3894,57.491657142857136,48.56133333333333,49.473600000000005,30.505200000000002,21.249066666666668,11.5368,0,70.98205283323252,74.07407407407406,74.07407407407406,88.38669177652228,88.38669177652228,52.8,52.8,52.8,57.36101131071191,45.65109780439122,41.190518518518516,87.96090626388272,16.992265193370166,40.8018175698418,48.84949215143121,46.93333333333333,46.93333333333333,46.93333333333333,87.97800549862534,87.97800549862534,83.56974435756669,73.32186546886264,56.06698469489167,53.865343587199206
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
