Avg Threads Running,1,1,1.9,2.4,2.9,3.8,4.5,4.888888888888889,5.375,6,6.833333333333333,9.166666666666666,9,9.75,11,11.5,15,15,15,15,15,21,21,21,21,21,21,21,21,21,21,46,54.5,71,88.75,106.4,125,142.71428571428572,156,166.33333333333334,174.60000000000002,194.9,213.5,228,238.39999999999998,245.20000000000002,247,246.2,246.2,246.20000000000002,246.2,246.19999999999996,245.7,245.33333333333334,245.25,245.28571428571428,246.83333333333334,248,247.75,247.33333333333331,246.5,244,28,28,28,31.5,31.5,31.5,31.5,31.5,31.5,31.5,35,35,35
Peak Threads Connected,1,1,10,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,15,15,21,21,21,21,21,21,21,21,21,21,46,63,104,142,177,218,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,244,28,28,28,35,35,35,35,35,35,35,35,35,35
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,42,59,101,137,171,214,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,186,9,9,9,13,13,13,13,13,13,13,13,13,13
Questions,37.77777777777778,35.66666666666667,78,219.77777777777777,376.11111111111114,517,665.7777777777778,641.9078999999999,644.6034285714285,648.8456333333332,657.2118,1292.3315602836878,1289.6311066799603,1054.7389901290812,963.4863877822045,1238.2563694267515,84.9876705141658,225.70220174091145,277.133576024382,342.7047305843663,402.46661215424996,471.03557729996083,463.03275256312793,457.8996102099836,441.5279794482297,417.33333333333337,335,309.55555555555554,273,260.8888888888889,249.44444444444443,304.8888888888889,366.11111111111114,365.8888888888889,353.33333333333337,331.11111111111114,354.22222222222223,308.88315,257.8413714285714,198.10816666666665,141.33708000000001,77.1874,74.97540000000001,76.038,88.23679999999999,620.8445178335535,736.6305151915456,852.4165125495376,890.857463672391,775.0714663143988,659.2854689564068,543.4994715984147
Threads Created,0,0,0,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,0.3311,0.33732,3.4352836879432624,3.7387836490528414,3.552107061503416,3.556706507304117,5.5732484076433115,3.1476915005246595,9.177649769585255,13.468721074613388,17.108294333417657,21.45807389460933,24.493357690800156,23.834329477512274,23.340681975355213,22.22718641796046,20.666666666666668,16.333333333333336,13.555555555555557,11.222222222222223,8.333333333333334,6.222222222222223,9.444444444444445,11.444444444444445,11.444444444444445,11.444444444444445,11.222222222222223,10.444444444444445,8.622,7.077571428571427,5.849433333333333,2.69856,0.6933,0.7243999999999999,0.7866,0.9732,1.770805812417437,2.1010568031704095,2.4313077939233816,2.5409511228533685,2.210700132100396,1.8804491413474238,1.5501981505944518
Created Tmp Disk Tables,9.11111111111111,8.777777777777779,8.88888888888889,8.88888888888889,9.222222222222223,8.777777777777779,9.222222222222223,7.8675749999999995,7.077571428571427,5.9597999999999995,5.28468,8.865248226950355,8.97308075772682,7.222617691723613,6.859362549800797,8.558917197452228,2.1791710388247645,2.88926011264721,3.9527768371147984,4.580173286111814,5.492245103977388,6.400274371465367,7.306000493106778,8.210290142084748,9.04724673293868,8.88888888888889,8.88888888888889,8.88888888888889,9.11111111111111,9.11111111111111,9.11111111111111,9.11111111111111,9,8.88888888888889,9.11111111111111,9.222222222222223,9.11111111111111,7.8675749999999995,6.968685714285714,6.070166666666666,5.17224,4.3909,3.3805333333333336,2.3598,1.4598,4.78117569352708,5.672853368560106,6.5645310435931306,6.860568031704095,5.96889035667107,5.077212681638045,4.18553500660502
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,1.6666666666666667,2.4444444444444446,3.2222222222222223,4.444444444444445,4.311,4.355428571428571,4.414666666666666,4.4976,21.49822695035461,22.308075772681953,20.365413819286253,20.959163346613543,30.652866242038215,0.9685204616998953,11.55704045058884,12.443927079805848,16.83887237541108,18.137181506157887,22.154795901226272,21.55868997965934,21.112174651075065,20.104992739863732,19.555555555555557,13.555555555555557,11.666666666666668,7.444444444444445,7.444444444444445,5.555555555555555,5.555555555555555,8.88888888888889,8.88888888888889,8.88888888888889,7.777777777777779,10.444444444444445,9.915299999999998,8.166428571428572,5.9597999999999995,6.07176,2.7732,2.8975999999999997,3.1464,3.8928,9.03110964332893,10.715389696169089,12.399669749009245,12.95885072655218,11.27457067371202,9.590290620871862,7.906010568031704
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.111111111111114,27.333333333333336,29,28.555555555555554,30.111111111111114,27.555555555555554,29.666666666666668,25.865999999999996,23.19265714285714,19.976366666666664,17.540640000000003,28.701241134751776,29.28713858424726,23.32550303720577,22.483466135458166,27.468152866242036,5.568992654774397,10.197388632872505,12.883124506151935,14.952918669365038,17.370821724207552,20.800891707262444,23.95409997739927,26.742087891361752,29.37562828102312,29.111111111111114,27.77777777777778,28.555555555555554,28.888888888888893,30.111111111111114,29.555555555555554,29.555555555555554,29.555555555555554,28.888888888888893,29.77777777777778,30.111111111111114,29.111111111111114,25.4349,21.777142857142856,18.983066666666666,15.854040000000001,13.057149999999998,10.1416,7.0794,4.2172,16.468494055482168,19.539828269484808,22.611162483487448,23.630845442536327,20.559511228533683,17.488177014531043,14.416842800528404
Sort Rows,54,48,54,54,60,48,60,46.5588,47.03862857142857,35.758799999999994,36.43056,47.87234042553192,53.83848454636092,38.36275626423689,41.15617529880478,42.99363057324841,13.317156348373558,9.347606246799796,24.15585844903488,22.227311535542626,28.09985867151222,33.847604849095696,39.5242649627088,45.156595781466116,55.28873003462527,48.88888888888889,55,48.88888888888889,55,55,55,55,55,48.88888888888889,61.11111111111111,61.11111111111111,61.22222222222223,53.456399999999995,48.0186,42.60153333333333,37.21764,31.8918,26.682066666666667,14.5521,9.0832,29.74953764861295,35.297754293262884,40.84597093791281,42.68797886393659,37.13976221928665,31.591545574636722,26.043328929986792
