Avg Threads Running,2,2,2.8,3.7,4.4,4.800000000000001,5.3999999999999995,5.9,6.3,6.8,7.5,7.8,7.599999999999999,7.4,7.2,7.199999999999999,7,6.9,7.1,7.199999999999999,7.1,7.333333333333333,7.25,8.875,9.5,10.125,10.714285714285715,11.5,12.2,13.2,14.5,13.4,14.333333333333334,12.8,13,13.666666666666666,13.666666666666666,13,13,13,13,15,11,20.5,19,19,19,23,23,19.333333333333332,17.75,16.8,16.8,13.5,12.666666666666666,12.666666666666666,12.666666666666666,12.666666666666666,12.666666666666666,13,13,45,50.5,65.33333333333334,82.25,100.6,120.66666666666666,140.57142857142856,160.375,176,188.5,214.10000000000002,238.1,256,270.3,280,284.8,284.6,270.4,252,246.55555555555554,239.75,231.71428571428572,224.66666666666666,214.4,200.25,177.33333333333331,137,117,15,13.5,13,13,15.75,15.75,17.6,17.333333333333336,17.333333333333336,17.333333333333336,17.8,19.25,25.75,25.75,23,22.6,22,23.75,23.75,23.75,23.75,23.75,19,19
Peak Threads Connected,2,2,10,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,22,22,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,19,11,30,30,30,30,30,30,30,30,30,30,16,13,13,13,13,13,13,13,45,56,95,133,174,221,260,299,301,301,301,301,301,301,301,301,301,301,301,301,296,276,276,271,269,258,157,117,15,15,15,15,24,24,25,25,25,25,25,25,38,38,38,38,38,38,38,38,38,38,23,23
Peak Threads Running,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,13,13,13,13,13,13,13,13,13,13,5,5,5,5,5,5,4,4,11,50,89,130,171,217,256,295,299,299,299,299,299,299,299,299,299,299,299,299,292,274,274,267,267,255,118,93,1,1,1,1,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,5,5
Questions,38.333333333333336,37.77777777777778,136.88888888888889,263.8888888888889,393.8888888888889,536.8888888888889,648.8888888888889,783.5555555555555,908.2222222222223,1019.2222222222223,1153.5555555555557,1187.3333333333335,1201.111111111111,1222.2222222222222,1214.5555555555557,1212.111111111111,1201.111111111111,1197.111111111111,1166.111111111111,1163.4444444444446,1160.4444444444446,983.6624250000001,842.231,1149.1013978256046,1155.6666666666667,1160.111111111111,1022.8909416666665,955.7366571428571,840.1020000000001,1228.9797274842142,1199.5676035256943,1154,1158.5800133541065,1168.375,965.6296666666667,479.69999999999993,479.69999999999993,1155.952976488244,1155.952976488244,1202.1967049425862,919.3498751872191,1203.4640652996218,1156.3593932322053,1141.4648129568582,1141.4648129568582,1141.4648129568582,205.4,205.4,1143.5,1148.6621834311059,1123.088493356731,1123.088493356731,939.3427523809523,314.85,314.85,314.85,314.85,277.6558897876643,152.33346814964608,228.50562372188142,250.69464105156726,281.63016565927916,323.6441993464052,378.31786259541985,414.82519237203076,450.2866990132252,451.3155129731763,432.8358208955225,331.44444444444446,278,248,234,212.22222222222223,215.66666666666669,227.66666666666669,479.11111111111114,603.1111111111111,579.61395,580.5786285714286,568.9401666666665,540.04932,513.042,483.0540666666667,459.3744,187.01659999999998,278.32659137577,373.1910334346504,330.3,621.3871187432104,599.0666666666666,855.121529981627,956.4442041869803,986.6498250645252,874.7771551476915,760.8449333333333,666.9973333333332,1167.333166708323,1167.333166708323,1164.9613176940354,1152.7762323355958,1161.75,753.5064318121163,749.8666666666666,749.8666666666666,784.3506271684014,671.7805711235654,553.5418285331547,440.1459812458138
Threads Created,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.33333333333333337,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0,1.2203239405369426,1.2222222222222223,1.2222222222222223,1.2084416666666666,1.2291714285714286,1.2598666666666667,2.9910269192422736,2.660901380342591,2,2.2256843979523704,2.5,2.368190476190476,0.5999999999999999,0.5999999999999999,1.3756878439219609,1.3756878439219609,1.8305874521551004,1.3998959893493095,1.3935894883535735,4.1673612268711455,3.58320194926186,3.58320194926186,3.58320194926186,0,0,1,0.8584919158677924,0.7520681875156681,0.7520681875156681,0.7104571428571429,0,0,0,0,0,0,1.9182004089979554,7.7918604651162795,12.27656145063801,16.821424082453493,21.953668139815186,25.957329653172742,29.9313147442984,29.665581912760093,28.2913789262642,27.333333333333336,23.11111111111111,18.88888888888889,16.333333333333336,13,11.222222222222223,9.444444444444445,10.222222222222223,10.11111111111111,9.807525,9.908599999999998,10.043366666666666,8.208120000000001,6.4708,3.9842,1.311,0,0,0,0,0.8298069691652042,0.8,2.0311675296475697,1.961433897332951,2.0233782621164322,1.7939546888442788,1.8325333333333333,1.9057066666666664,3.8740314921269685,3.8740314921269685,2.745195907162466,2.4479804161566703,2.75,0.26796103549506267,0.26666666666666666,0.26666666666666666,0.2789298105150787,0.2388977848945823,0.1634795713328868,0.12998995311453448
Created Tmp Disk Tables,8.88888888888889,8.88888888888889,9,9.11111111111111,9,9.11111111111111,9,9,8.777777777777779,8.88888888888889,9.11111111111111,9.222222222222223,9,9,9,8.777777777777779,9.11111111111111,9.11111111111111,9,9.11111111111111,8.777777777777779,7.54425,6.642028571428571,8.875083203905037,9.11111111111111,9,8.019658333333332,7.263285714285715,6.1848,9.194638307300322,9.146848494927657,9,8.902737591809482,8.875,7.2229809523809525,3.749999999999999,3.749999999999999,9.004502251125562,9.004502251125562,9.152937260775504,6.999479946746547,9.356957993231138,8.668111351891982,8.743012756198938,8.743012756198938,8.743012756198938,1.8,1.8,9,9.30032908856775,9.150162948107296,9.150162948107296,7.578209523809524,2.85,2.85,2.85,2.85,2.5133215369059654,1.3075834175935286,1.9182004089979554,2.8796006066734074,3.946037609133646,4.844570135746606,5.616054640417839,6.643108062897289,7.542691315563198,8.325123777889196,8.91067052795723,9.222222222222223,9.11111111111111,9,9.11111111111111,9.11111111111111,8.88888888888889,9.11111111111111,9.222222222222223,9.11111111111111,7.652025,6.8598,5.9597999999999995,4.947360000000001,4.1598,3.3805333333333336,2.2287,1.2975999999999999,2.4014373716632442,2.88112968591692,2.55,4.840540653463692,4.666666666666666,6.982138383163521,7.845735589331804,8.093513048465729,7.175818755377115,6.1848,5.598013333333332,9.122719320169958,9.122719320169958,8.984277514349888,8.901746967842438,8.875,5.895142780891379,5.866666666666666,5.866666666666666,6.136455831331732,5.255751267680811,4.08698928332217,3.2497488278633626
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,1.3333333333333335,2.111111111111111,5,5.111111111111112,7.444444444444445,9.88888888888889,11.222222222222223,14.333333333333334,15,15.777777777777777,18.11111111111111,16.444444444444446,18.444444444444446,17.444444444444446,17.555555555555557,16.333333333333336,13.88888888888889,14.11111111111111,11.6397,8.710857142857142,15.864211226980254,14.88888888888889,15.333333333333334,12.633708333333333,12.738685714285714,12.3696,19.49706436246815,16.963246299684016,19.125,22.034275539728466,23.5,20.366438095238095,14.399999999999997,14.399999999999997,23.011505752876438,23.011505752876438,22.13346646696622,16.926015143950742,17.51941071073064,20.170028338056344,20.495915149777836,20.495915149777836,20.495915149777836,4.4,4.4,22.333333333333336,23.75160967234225,21.05790925043871,21.05790925043871,17.287790476190477,5.1,5.1,5.1,5.1,4.497522750252781,0.32689585439838215,6.713701431492844,5.420424671385238,5.407533019923886,5.517427099044745,5.74369224588188,6.028005464480874,6.225713466814068,6.097273752820256,5.791935843172199,2.666666666666667,2.2222222222222223,1.6666666666666667,1.6666666666666667,1.3333333333333335,1.1111111111111112,0.7777777777777779,5.777777777777778,11.555555555555555,11.2086,11.324114285714284,11.478133333333332,11.244000000000002,11.439449999999999,11.711133333333333,12.7167,8.4344,12.00718685831622,9.32130192502533,8.25,11.202394083730258,10.8,12.821745030900285,15.07852308574706,15.554720390020075,13.791026670490393,8.360933333333332,8.099253333333333,21.244688827793052,21.244688827793052,23.958073371599703,21.809280071213973,21.75,10.852421937550039,10.8,10.8,11.29665732586069,9.675360288230584,6.375703281982585,5.069608171466845
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.333333333333336,29.111111111111114,29.22222222222222,28.333333333333336,29.111111111111114,29.444444444444446,30.111111111111114,28.555555555555554,28.333333333333336,28.22222222222222,28.888888888888893,29.77777777777778,29.666666666666668,30.111111111111114,29.22222222222222,28.22222222222222,30,29.22222222222222,28.666666666666668,29.888888888888893,28,23.818275,20.252742857142856,28.733081872642554,28.555555555555554,29.111111111111114,26.036424999999998,24.024714285714285,19.699733333333334,30.685720615929988,29.935140528854152,29.375,29.045181393278433,30,23.800314285714286,12.149999999999999,12.149999999999999,28.764382191095546,28.764382191095546,29.1229821933766,22.27107255782992,29.663547680668927,26.671111851975333,27.232334814390136,27.232334814390136,27.232334814390136,6,6,29.333333333333336,31.334954929174415,29.70669340686889,29.70669340686889,24.510771428571427,9.15,9.15,9.15,9.15,8.069084934277047,2.9420626895854394,4.3159509202454,8.130637007077857,11.10736512200582,14.39913901458019,16.720526315789474,20.052344708375152,23.585876018507143,25.913413449486093,27.95722878146581,29.77777777777778,28.666666666666668,30.111111111111114,30,30.111111111111114,29.333333333333336,29,30.111111111111114,28.888888888888893,24.249375,22.321571428571424,18.100133333333332,15.06696,12.59495,10.1416,6.948300000000001,3.0818,8.405030800821354,9.660258358662613,8.55,15.351428929556278,14.8,23.73927050275597,25.130871809578434,25.924533983366793,22.98504445081732,19.470666666666666,17.627786666666665,29.36765808547863,29.36765808547863,27.701522335912152,27.15032825191944,28.25,19.29319455564451,19.2,19.2,20.082946357085667,17.200640512409926,13.24184527796383,10.529186202277295
Sort Rows,42.66666666666667,42.66666666666667,48,53.333333333333336,48,48,48,42.66666666666667,42.66666666666667,48,48,53.333333333333336,48,48,48,42.66666666666667,53.333333333333336,53.333333333333336,48,53.333333333333336,42.66666666666667,36.2124,31.35908571428571,47.9254493010872,48,48,42.1856,42.90925714285714,32.9856,53.17381189764042,47.89622484616664,42,42.73314044068551,48,34.10194285714286,14.399999999999997,14.399999999999997,48.024012006003,48.024012006003,55.916125811283074,42.76045931103344,57.336253235118456,40.00666777796299,41.278486455496626,41.278486455496626,41.278486455496626,9.6,9.6,48,54.94348261553871,54.1489095011281,54.1489095011281,45.469257142857145,21.6,21.6,21.6,21.6,19.048331648129427,7.845500505561172,11.509202453987731,16.261274014155713,21.19168345645847,32.70084841628959,31.015938127762155,41.94999721199955,40.82631331122302,45.72955314615193,48.8973045221653,54.333333333333336,49,49,49,54.44444444444444,43.55555555555556,54.44444444444444,54.44444444444444,49,36.966825,37.34779999999999,32.447799999999994,22.038240000000002,16.98585,17.7478,6.423900000000001,0,23.534086242299793,16.60886524822695,14.7,27.107027659396675,26.133333333333333,43.543153916819776,48.0551304846573,49.57276742185259,43.95188987668483,33.6728,35.01736,48.98775306173457,48.98775306173457,48.914399800349386,43.618560142427945,42.875,32.82522684814518,32.666666666666664,32.666666666666664,34.168901788097145,29.264978649586332,16.020997990622906,12.73901540522438
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
